11_band1,11_band2,11_band3,11_band4,11_band5,21_band1,21_band2,21_band3,21_band4,21_band5,31_band1,31_band2,31_band3,31_band4,31_band5,12_band1,12_band2,12_band3,12_band4,12_band5,22_band1,22_band2,22_band3,22_band4,22_band5,32_band1,32_band2,32_band3,32_band4,32_band5,13_band1,13_band2,13_band3,13_band4,13_band5,23_band1,23_band2,23_band3,23_band4,23_band5,33_band1,33_band2,33_band3,33_band4,33_band5
0.0566955,0.08604554,0.10287035,0.18413176,0.2634882,0.060660735,0.08982325,0.10864329,0.17694533,0.24998303,0.06914227,0.093012616,0.11988655,0.17405699,0.25781125,0.06221412,0.08747036,0.11512191,0.17157146,0.24729371,0.06226748,0.08800858,0.1162218,0.1692264,0.24132322,0.06480841,0.09158048,0.12116745,0.18005563,0.2690688,0.06088794,0.08969139,0.114962846,0.17333116,0.25110215,0.059433565,0.09060175,0.10859166,0.19249736,0.29522178,0.056460027,0.087788865,0.09672921,0.21599878,0.35614893
0.07145319,0.095823504,0.12664329,0.18445407,0.24895027,0.06086335,0.08423443,0.111024424,0.17114776,0.25344253,0.047847982,0.08123674,0.08751834,0.1862818,0.2897676,0.060960893,0.08394729,0.11705756,0.15873045,0.23573145,0.052366976,0.07444853,0.10135184,0.14346746,0.22146127,0.048432782,0.07183938,0.089972824,0.13963883,0.22596097,0.059082054,0.08658834,0.11669034,0.16336517,0.23985013,0.058781844,0.082592905,0.11186949,0.1544458,0.23606291,0.057444777,0.08081238,0.105869964,0.15147659,0.22980575
0.059082054,0.08658834,0.11669034,0.16336517,0.23985013,0.058781844,0.082592905,0.11186949,0.1544458,0.23606291,0.057444777,0.08081238,0.105869964,0.15147659,0.22980575,0.05958378,0.09366033,0.11727202,0.17636576,0.25628898,0.059922006,0.091455564,0.11651357,0.17712754,0.25711247,0.06118355,0.08804999,0.115742035,0.17329408,0.25011635,0.066363774,0.108255945,0.102943435,0.21265095,0.32338533,0.05704135,0.09601984,0.09259607,0.19837764,0.3121187,0.049533516,0.0883251,0.09017856,0.18333395,0.2946757
0.12925157,0.12285967,0.29176682,0.26250836,0.3033949,0.061170164,0.07885535,0.1511438,0.17841072,0.25136778,0.044718362,0.07694612,0.097122274,0.1740307,0.26596975,0.059593167,0.083352104,0.13766406,0.17296168,0.2379744,0.053859852,0.08114184,0.119588055,0.1647951,0.22612162,0.052758664,0.07468696,0.10137983,0.15363434,0.22447357,0.050873764,0.0764972,0.111425966,0.15403971,0.22479935,0.049238868,0.07503767,0.10412689,0.14356114,0.21161121,0.052550297,0.074004866,0.102453865,0.14113446,0.20547134
0.058603335,0.08892228,0.104817346,0.17995663,0.26614654,0.063604094,0.08781149,0.10543122,0.16753264,0.25056216,0.062912025,0.0828115,0.11000733,0.15465213,0.23028933,0.06226748,0.08800858,0.1162218,0.1692264,0.24132322,0.06480841,0.09158048,0.12116745,0.18005563,0.2690688,0.06187612,0.09102829,0.11884859,0.1809743,0.28596213,0.061622497,0.08971996,0.113743775,0.17214537,0.2576048,0.058117423,0.0873319,0.11092036,0.19376962,0.30899855,0.054614183,0.0894901,0.10309099,0.20230351,0.33745068
0.058781844,0.082592905,0.11186949,0.1544458,0.23606291,0.057444777,0.08081238,0.105869964,0.15147659,0.22980575,0.057670645,0.08136521,0.105231486,0.15406153,0.23244785,0.059922006,0.091455564,0.11651357,0.17712754,0.25711247,0.06118355,0.08804999,0.115742035,0.17329408,0.25011635,0.05897971,0.08420074,0.111816,0.16863915,0.2487323,0.05704135,0.09601984,0.09259607,0.19837764,0.3121187,0.049533516,0.0883251,0.09017856,0.18333395,0.2946757,0.04568569,0.08283966,0.08894887,0.17747186,0.29864877
0.053859852,0.08114184,0.119588055,0.1647951,0.22612162,0.052758664,0.07468696,0.10137983,0.15363434,0.22447357,0.045403473,0.07099136,0.08647669,0.1532445,0.22955096,0.049238868,0.07503767,0.10412689,0.14356114,0.21161121,0.052550297,0.074004866,0.102453865,0.14113446,0.20547134,0.05174028,0.07155469,0.10043077,0.13879041,0.20103918,0.054336198,0.0807617,0.101774506,0.15444589,0.22943392,0.056269344,0.07820861,0.10626773,0.14795439,0.21512227,0.05762875,0.077661954,0.10879355,0.14210151,0.20356429
0.054336198,0.0807617,0.101774506,0.15444589,0.22943392,0.056269344,0.07820861,0.10626773,0.14795439,0.21512227,0.05762875,0.077661954,0.10879355,0.14210151,0.20356429,0.063604094,0.08781149,0.10543122,0.16753264,0.25056216,0.062912025,0.0828115,0.11000733,0.15465213,0.23028933,0.06427023,0.08364808,0.11220284,0.1484591,0.21407582,0.06480841,0.09158048,0.12116745,0.18005563,0.2690688,0.06187612,0.09102829,0.11884859,0.1809743,0.28596213,0.058132112,0.092158735,0.113767676,0.18048288,0.2813674
0.12422222,0.12448049,0.38904822,0.38644272,0.40533414,0.09172734,0.09742451,0.25997704,0.25327924,0.30053255,0.06608421,0.0922179,0.13643807,0.18219735,0.25942093,0.05696567,0.07508082,0.20410901,0.2178714,0.2847486,0.052015945,0.08320431,0.12093415,0.17850372,0.25644878,0.056625042,0.08932188,0.11235694,0.19310334,0.27694654,0.04649168,0.07433154,0.11515979,0.18238172,0.25914025,0.04650642,0.07994711,0.10168241,0.17726389,0.26461765,0.05637045,0.08861487,0.10255192,0.19122449,0.2848033
0.052758664,0.07468696,0.10137983,0.15363434,0.22447357,0.045403473,0.07099136,0.08647669,0.1532445,0.22955096,0.04569736,0.070141055,0.08193109,0.15127903,0.22822745,0.052550297,0.074004866,0.102453865,0.14113446,0.20547134,0.05174028,0.07155469,0.10043077,0.13879041,0.20103918,0.052336346,0.07305133,0.09769519,0.1431419,0.20717427,0.062912025,0.0828115,0.11000733,0.15465213,0.23028933,0.06427023,0.08364808,0.11220284,0.1484591,0.21407582,0.064488344,0.08576944,0.11402937,0.14518733,0.21056893
0.050111175,0.07502181,0.091244474,0.14256541,0.22877064,0.0556187,0.08077203,0.09838528,0.15719192,0.23958172,0.05401707,0.080001086,0.09954847,0.16515274,0.25556612,0.05897971,0.08420074,0.111816,0.16863915,0.2487323,0.05449086,0.08109212,0.108701214,0.16300933,0.24287604,0.055625252,0.08371638,0.104368895,0.16031466,0.23529783,0.054353364,0.083243884,0.10506876,0.17116232,0.2644205,0.05177943,0.0815956,0.10369362,0.16897412,0.26569334,0.053062357,0.08539579,0.10405363,0.17115335,0.25835583
0.18049857,0.16212432,0.30294606,0.29978296,0.34061766,0.09834641,0.10576788,0.18182836,0.20456861,0.2705768,0.0631413,0.086476065,0.108510666,0.17229468,0.26162094,0.09172734,0.09742451,0.25997704,0.25327924,0.30053255,0.06608421,0.0922179,0.13643807,0.18219735,0.25942093,0.060018823,0.09201972,0.11052062,0.19105928,0.28624225,0.052015945,0.08320431,0.12093415,0.17850372,0.25644878,0.056625042,0.08932188,0.11235694,0.19310334,0.27694654,0.054851558,0.091122314,0.10138208,0.19486065,0.29287013
0.05174028,0.07155469,0.10043077,0.13879041,0.20103918,0.052336346,0.07305133,0.09769519,0.1431419,0.20717427,0.052707862,0.07484696,0.09480446,0.14652774,0.21265084,0.06427023,0.08364808,0.11220284,0.1484591,0.21407582,0.064488344,0.08576944,0.11402937,0.14518733,0.21056893,0.064857215,0.08562753,0.11816837,0.15195984,0.21510652,0.06627001,0.09051495,0.119182535,0.16753705,0.24261083,0.068877354,0.092772685,0.12198512,0.16262156,0.23337933,0.06650749,0.08788385,0.120089725,0.15892924,0.22769047
0.06627001,0.09051495,0.119182535,0.16753705,0.24261083,0.068877354,0.092772685,0.12198512,0.16262156,0.23337933,0.06650749,0.08788385,0.120089725,0.15892924,0.22769047,0.058132112,0.092158735,0.113767676,0.18048288,0.2813674,0.062210605,0.09276113,0.11860382,0.17892532,0.26338536,0.064482376,0.08895319,0.11867856,0.16760081,0.24418917,0.055957332,0.08988424,0.09772887,0.21083076,0.36660984,0.050680406,0.08246246,0.09505756,0.19504145,0.32128146,0.04689053,0.075903125,0.0923992,0.17158392,0.27296287
0.15658887,0.13188949,0.33398205,0.3576313,0.39763504,0.084406115,0.089477174,0.2203187,0.24967426,0.326803,0.054180086,0.08561761,0.11571205,0.19923763,0.3048059,0.14932993,0.13647383,0.25256255,0.27000847,0.32328278,0.07946723,0.08935291,0.14299494,0.19725193,0.27822742,0.056289874,0.09073565,0.0989268,0.19484559,0.2983414,0.06608421,0.0922179,0.13643807,0.18219735,0.25942093,0.060018823,0.09201972,0.11052062,0.19105928,0.28624225,0.052240927,0.086581826,0.09701279,0.19580762,0.28955367
0.052336346,0.07305133,0.09769519,0.1431419,0.20717427,0.052707862,0.07484696,0.09480446,0.14652774,0.21265084,0.05052246,0.07752646,0.09321011,0.15477978,0.23131777,0.064488344,0.08576944,0.11402937,0.14518733,0.21056893,0.064857215,0.08562753,0.11816837,0.15195984,0.21510652,0.05839555,0.07733002,0.109939136,0.15569222,0.22122729,0.068877354,0.092772685,0.12198512,0.16262156,0.23337933,0.06650749,0.08788385,0.120089725,0.15892924,0.22769047,0.056340866,0.080132,0.10613148,0.15487508,0.22789638
0.068877354,0.092772685,0.12198512,0.16262156,0.23337933,0.06650749,0.08788385,0.120089725,0.15892924,0.22769047,0.056340866,0.080132,0.10613148,0.15487508,0.22789638,0.062210605,0.09276113,0.11860382,0.17892532,0.26338536,0.064482376,0.08895319,0.11867856,0.16760081,0.24418917,0.056502145,0.085390255,0.10331858,0.16784926,0.24437685,0.050680406,0.08246246,0.09505756,0.19504145,0.32128146,0.04689053,0.075903125,0.0923992,0.17158392,0.27296287,0.047816318,0.07509747,0.08994517,0.15963253,0.24104409
0.052707862,0.07484696,0.09480446,0.14652774,0.21265084,0.05052246,0.07752646,0.09321011,0.15477978,0.23131777,0.05190753,0.08203289,0.094156936,0.17618498,0.26146618,0.064857215,0.08562753,0.11816837,0.15195984,0.21510652,0.05839555,0.07733002,0.109939136,0.15569222,0.22122729,0.049964223,0.07252365,0.094256274,0.15142193,0.23203586,0.06650749,0.08788385,0.120089725,0.15892924,0.22769047,0.056340866,0.080132,0.10613148,0.15487508,0.22789638,0.048553012,0.076564245,0.09022544,0.14948373,0.2327615
0.05577494,0.08075774,0.09747101,0.1528201,0.23082907,0.059644777,0.08571402,0.10751663,0.16447392,0.2303752,0.06501137,0.09207319,0.11750991,0.17699353,0.24736239,0.0635482,0.08722955,0.11514523,0.16339445,0.22980817,0.06435494,0.087945096,0.12096441,0.16510567,0.23066054,0.06161716,0.09048803,0.12048605,0.17262976,0.23605014,0.046359297,0.0778675,0.09504654,0.16788471,0.26626977,0.05440385,0.0813114,0.10654487,0.16074131,0.2356575,0.055255476,0.08364644,0.104943365,0.16711882,0.25087067
0.054397874,0.08717044,0.09980382,0.19204986,0.28529006,0.057517245,0.08798182,0.10068058,0.18314089,0.2665961,0.058903493,0.090380244,0.10648574,0.18722941,0.27273202,0.058424905,0.09432087,0.10493065,0.19353615,0.2821693,0.06335845,0.09405961,0.11606907,0.18675983,0.26576596,0.060931932,0.09011204,0.11883629,0.1774334,0.25653392,0.054969378,0.09453326,0.0968987,0.20482354,0.30572146,0.05813338,0.09319846,0.10518294,0.19517288,0.28698096,0.056430515,0.08470293,0.10507668,0.17789757,0.2625049
0.05440385,0.0813114,0.10654487,0.16074131,0.2356575,0.055255476,0.08364644,0.104943365,0.16711882,0.25087067,0.052965958,0.09026906,0.0925038,0.19923232,0.31204265,0.052803542,0.08009214,0.100654915,0.15657939,0.23620732,0.055118326,0.080681,0.1035756,0.16378844,0.23515297,0.05244331,0.082672685,0.098758705,0.179137,0.2704138,0.055235952,0.08285783,0.10249916,0.15638769,0.23946695,0.062148467,0.08338507,0.112406045,0.1518936,0.22260217,0.057667628,0.08097251,0.1083427,0.15082093,0.22152287
0.055235952,0.08285783,0.10249916,0.15638769,0.23946695,0.062148467,0.08338507,0.112406045,0.1518936,0.22260217,0.057667628,0.08097251,0.1083427,0.15082093,0.22152287,0.05330387,0.08029795,0.10072307,0.15782653,0.2370594,0.060952976,0.08350919,0.11552419,0.1526396,0.21734685,0.06355392,0.084402286,0.11498674,0.15077914,0.21535777,0.05569121,0.08214674,0.10014082,0.15165444,0.23170675,0.046350874,0.07148188,0.08994012,0.13829237,0.20486687,0.0462336,0.07463004,0.09018774,0.14242305,0.20617288
0.04967432,0.083141826,0.09104467,0.16505598,0.2528963,0.051076196,0.08229016,0.095729396,0.15580419,0.23190321,0.059645325,0.086561926,0.11568227,0.16247052,0.22588225,0.048793007,0.07439958,0.09090978,0.15239108,0.22921148,0.055522222,0.081050314,0.0995658,0.15075941,0.22612745,0.059547696,0.082880676,0.10963032,0.1543283,0.22492477,0.045915812,0.072117545,0.08604113,0.15004182,0.2312162,0.055193275,0.08096674,0.10014718,0.15532151,0.2244741,0.061681613,0.08435691,0.11226996,0.15736327,0.22197351
0.055724826,0.082829766,0.0955421,0.18061037,0.26776323,0.06304252,0.086347654,0.10381608,0.16899645,0.25680658,0.05879333,0.08528836,0.10498714,0.16631813,0.24423872,0.06161716,0.09048803,0.12048605,0.17262976,0.23605014,0.059910763,0.09119332,0.12123232,0.18618979,0.26688963,0.055899072,0.08794923,0.10428772,0.18342245,0.28382877,0.058002073,0.084196255,0.1106473,0.16326943,0.2428715,0.05371619,0.08925518,0.093638666,0.18978475,0.29255086,0.047501232,0.08748122,0.079295814,0.19488753,0.32155666
0.062148467,0.08338507,0.112406045,0.1518936,0.22260217,0.057667628,0.08097251,0.1083427,0.15082093,0.22152287,0.056636725,0.08458125,0.10623789,0.16840762,0.24749881,0.060952976,0.08350919,0.11552419,0.1526396,0.21734685,0.06355392,0.084402286,0.11498674,0.15077914,0.21535777,0.0606492,0.085508876,0.109914266,0.16000612,0.23008469,0.046350874,0.07148188,0.08994012,0.13829237,0.20486687,0.0462336,0.07463004,0.09018774,0.14242305,0.20617288,0.05490194,0.08082293,0.10357076,0.15133822,0.21525882
0.047889907,0.07215382,0.08802661,0.15403624,0.23731564,0.05052887,0.077430144,0.08788729,0.16326143,0.2486934,0.055285286,0.08599705,0.09678451,0.18312255,0.26851523,0.051076196,0.08229016,0.095729396,0.15580419,0.23190321,0.059645325,0.086561926,0.11568227,0.16247052,0.22588225,0.061701987,0.08589606,0.12163802,0.16778131,0.23367451,0.051348608,0.081857055,0.09640104,0.15292647,0.23814845,0.05594761,0.0826927,0.11129287,0.15619075,0.22439975,0.055600785,0.08178649,0.11549774,0.1569695,0.21755983
0.055522222,0.081050314,0.0995658,0.15075941,0.22612745,0.059547696,0.082880676,0.10963032,0.1543283,0.22492477,0.05771174,0.08323753,0.11129641,0.15053329,0.21293367,0.055193275,0.08096674,0.10014718,0.15532151,0.2244741,0.061681613,0.08435691,0.11226996,0.15736327,0.22197351,0.060556177,0.084162734,0.11213422,0.14894679,0.21097633,0.048674397,0.076059654,0.08975388,0.15461123,0.23096497,0.05591476,0.0790964,0.10813627,0.15209784,0.21960145,0.058799103,0.0810774,0.11061117,0.14694424,0.2079851
